Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made,class
Control,Low Value,278.1197121,330.4000471,,74.96392191,Yes,1
Treatment,Medium Value,211.4866607,321.7123355,,49.47817202,,1
Control,Medium Value,157.7915068,188.8934666,81.30071722,88.89206604,No,1
,Low Value,315.8818861,377.8511016,56.45136962,,No,1
Control,,274.4513025,335.4102711,87.56471095,100,Yes,1
Treatment,High Value,284.1187075,439.5671259,83.7855905,90.94073192,Yes,1
Control,Medium Value,217.4699327,265.7067438,76.97248821,60.86577217,Yes,1
Treatment,High Value,256.8065331,,100,100,No,1
,,225.8799787,353.9860693,92.73917073,100,Yes,1
Control,,240.4531051,286.0671669,53.82098947,54.26372636,No,1
Control,Medium Value,195.7894672,,,100,Yes,1
Control,Medium Value,242.694462,,72.55993382,86.92698343,Yes,1
Treatment,Low Value,240.2280342,378.2105271,,71.83822529,Yes,1
Control,Medium Value,255.6553886,310.4981359,70.24902619,88.7671764,No,1
Treatment,,,372.3868384,54.80159973,45.06150525,No,1
Treatment,Medium Value,240.1164689,366.3793214,57.25156269,,Yes,1
Control,High Value,230.2369904,280.5120598,92.01705569,,Yes,1
Control,High Value,307.6723011,365.3493716,100,96.4001799,No,1
Treatment,Low Value,202.696249,,,76,No,1
,Medium Value,228.3808999,273.5134941,84.01017633,83.32604469,No,1
Treatment,Medium Value,215.2652528,336.2831238,64.14421675,75.93431055,No,1
Treatment,Medium Value,182.6052951,276.1068945,76.95812479,76.04456216,No,1
Treatment,High Value,288.5222331,446.9893399,100,100,No,1
Treatment,Medium Value,,387.5852072,84.20876914,,Yes,1
Treatment,High Value,,265.9307385,98.95781706,100,,1
Control,Low Value,276.2419692,322.4818078,49.81848525,47.15610844,No,1
Control,,183.7585127,221.1864584,,57.8387899,No,1
Treatment,High Value,259.0229879,407.4562663,,86.69261122,No,1
Control,Medium Value,187.6701486,221.1489715,71.99713445,73.34371134,No,1
Control,Medium Value,157.5000522,190.0391597,74.13444337,69.03048606,Yes,1
Control,,226.8619576,256.4814848,49.70839637,,Yes,1
Control,Low Value,212.2464548,243.2083554,58.96649291,63.86444678,No,1
Treatment,Low Value,302.6167209,461.5958241,26.29021507,,Yes,1
,Low Value,142.7923045,171.5094873,55.36934652,49.43255242,Yes,1
Control,Low Value,138.0589038,166.7684653,48.85859109,53.01236886,No,1
Control,Low Value,,176.9917795,45.56066575,,Yes,1
Control,Medium Value,184.2800388,207.1003271,,66.83042832,No,1
Treatment,Low Value,127.6270246,189.832616,62.28179072,57.51693448,Yes,1
Treatment,Low Value,142.9249809,205.6511726,63.00090746,66.53069112,Yes,1
Treatment,Medium Value,221.2642318,,80.20771584,89.30203052,No,1
Treatment,,309.0488472,484.0904798,82.64800389,85.77784095,Yes,1
Control,High Value,297.4785658,,92.17157111,100,No,1
Treatment,Low Value,204.3150109,328.738711,49.86421207,,Yes,1
Control,Low Value,244.1945986,288.1776866,53.30062996,57.20175197,Yes,1
Control,Low Value,,301.0711419,54.00065882,48.6576798,No,1
Control,Low Value,187.5476223,215.9642186,48.74518592,57.47185349,Yes,1
Control,High Value,246.2362516,298.3412616,97.05709796,100,No,1
Control,Medium Value,264.0519032,,68.48953098,76.14903184,No,1
Treatment,Medium Value,270.8426573,419.6180181,52.98895388,53.03081268,Yes,1
Treatment,,243.4197209,378.0788996,63.39098195,,No,1
Treatment,Low Value,154.5447212,,58.15636934,54.74961014,Yes,1
Treatment,Low Value,249.0462894,387.029986,41.52431135,43.72759602,Yes,1
Control,High Value,341.5624271,410.4652823,82.7893895,100,No,1
Treatment,High Value,311.9732419,467.8357309,86.73966054,,No,1
Control,Medium Value,,195.924177,70.53154468,75.6889518,No,1
,Low Value,131.298072,198.1931824,,76,Yes,1
Control,Low Value,,258.6886814,,44.93511318,Yes,1
Control,Low Value,264.6150098,318.1222898,47.62850989,51.47652544,,1
Treatment,Low Value,213.2740329,334.1613766,63.08538891,66.74304297,Yes,1
Control,High Value,220.677129,259.9848523,,100,No,1
Control,Medium Value,199.3307796,241.2872092,81.30279488,88.04876037,No,1
Treatment,Medium Value,270.809026,406.5681504,69.00474136,56.58918535,Yes,1
Control,High Value,,277.1212771,,100,,1
Treatment,Low Value,224.1659126,330.8266888,53.96097879,55.60172439,,1
Treatment,Medium Value,213.3759513,323.9928588,69.12826513,76.2369813,Yes,1
Treatment,,171.9789533,267.2305563,62.18673579,60.8358094,Yes,1
Control,High Value,191.9740377,231.0448695,100,100,Yes,1
Control,Low Value,216.224179,257.7023326,50.11081944,60.92152608,No,1
Control,Medium Value,85.92655656,,59.58035585,63.21424921,,1
Treatment,,220.7686125,340.7749247,67.04662409,63.60149665,No,1
,Medium Value,117.1860944,126.4024355,100,100,Yes,1
Treatment,High Value,307.8360067,454.8948951,100,100,Yes,1
Treatment,Low Value,225.7437398,340.6388859,49.37414989,50.51581406,No,1
Control,High Value,240.3385079,277.5327761,,100,Yes,1
Treatment,Medium Value,165.2907469,253.26861,,100,,1
Control,High Value,175.2402723,202.4352756,75.55302917,80.01829376,No,1
Control,High Value,201.3725221,231.0925687,94.41211475,100,Yes,1
Control,High Value,286.1744864,,85.86955141,89.49751112,Yes,1
,Medium Value,304.5859917,359.6768783,,,Yes,1
Control,Low Value,212.4062555,246.8962062,48.29867934,46.65705054,No,1
Treatment,High Value,203.7103334,312.7681355,94.17875404,97.8331404,No,1
Treatment,Low Value,180.0642213,283.3165856,53.95054373,58.86705479,No,1
Treatment,Medium Value,196.7846433,296.9382951,62.25479164,72.06059906,Yes,1
Control,Low Value,,289.428557,66.16065488,73.58698258,,1
Control,,213.5747213,266.1414408,91.42718609,79.23847535,Yes,1
Control,High Value,239.0328259,284.3764557,69.19138618,76.20241904,Yes,1
Treatment,High Value,,501.9531871,83.49356319,91.2838533,Yes,1
Control,High Value,204.6101995,238.2283559,72.22348949,62.09374338,Yes,1
,High Value,267.5972541,422.3630498,,100,Yes,1
Treatment,High Value,288.4176351,437.5351313,94.76195161,80.1105421,Yes,1
Control,Medium Value,215.1513473,258.1371878,,74.05452921,Yes,1
Control,Medium Value,,377.6357301,77.38500548,,Yes,1
Treatment,Medium Value,299.5686388,474.7751448,,62.54767078,Yes,1
Control,,212.5522077,252.39759,50.95013637,57.10327333,Yes,1
Treatment,Low Value,161.7931534,246.094174,,62.94750934,Yes,1
Control,Medium Value,181.7828469,205.9246034,81.63875501,76.18308194,No,1
Control,Low Value,210.1580387,248.4283754,53.09439762,71.10409171,No,1
Treatment,Low Value,147.1028708,230.8939825,60.14850234,71.02007947,No,1
Control,High Value,257.4194121,309.5169431,82.41560849,94.13508708,No,1
Treatment,High Value,332.7612744,513.6115334,64.57590133,79.24084285,Yes,1
Control,Low Value,200.7523823,,,69.67544797,No,1
,Low Value,,309.1609578,59.66200715,64.44704601,No,1
Treatment,Medium Value,249.1148255,389.2170638,71.57591183,79.07859835,No,1
Control,Low Value,219.7484502,259.0590935,54.33662611,59.24952995,Yes,1
Treatment,High Value,185.078896,,100,,No,1
Control,,180.3852222,216.8493634,54.45316034,,Yes,1
Control,Medium Value,318.0755582,381.6237205,41.54946643,42.34547576,No,1
Control,,265.0902661,329.2592514,64.25998293,90.09103413,Yes,1
Treatment,High Value,185.5442776,298.6259615,,100,No,1
Treatment,High Value,230.9339909,345.9572297,,100,Yes,1
Control,High Value,138.9717029,158.2969995,100,99.43485019,No,1
,,111.6771721,137.735457,66.07011871,61.01493242,Yes,1
Treatment,Medium Value,270.7082316,411.2911084,85.56166885,89.45344792,No,1
Control,Low Value,201.8631245,239.8325545,44.38393413,43.14010546,No,1
Control,Low Value,219.3874648,268.9034586,54.30661334,51.38236494,No,1
Treatment,High Value,,467.9037228,79.00902979,100,Yes,1
Control,Medium Value,235.4763764,,,92.51814833,Yes,1
Treatment,,283.9557183,439.6246451,74.23906909,65.24620347,Yes,1
,Low Value,201.7456175,238.3752514,55.62506598,57.09129707,Yes,1
Treatment,Low Value,244.2285665,363.4539242,41.416864,32.21775094,No,1
Control,High Value,,399.4821165,70.24902619,84.24564598,Yes,1
,Low Value,200.1278732,233.9028177,64.01197246,,No,1
,Low Value,109.0193362,175.3914964,72.54445114,26.77491193,Yes,1
Control,High Value,257.0938414,287.4080374,80.37052385,75.27222983,,1
Treatment,Low Value,189.8181996,288.1578158,56.07552059,45.23188209,,1
Control,Medium Value,205.6531398,,,73.36182462,Yes,1
Treatment,,299.7184999,479.4549805,94.1219295,,Yes,1
Treatment,Medium Value,199.9699314,316.3592299,65.5283533,61.07646772,No,1
Treatment,Low Value,178.8127405,279.4444913,,65.96298757,No,1
,Low Value,231.8881482,345.0609009,56.29142027,52.64493061,No,1
Control,High Value,299.5604406,348.2739538,,,No,1
Control,Low Value,301.2183833,363.2814676,50.2697086,54.44752747,Yes,1
Treatment,High Value,310.9755573,468.5471787,88.88872732,81.84660781,No,1
Treatment,High Value,279.8292446,429.2196884,66.09265683,54.05676059,Yes,1
Treatment,High Value,285.118991,436.8002257,,100,Yes,1
Control,,236.5432536,282.6431576,92.20048221,100,Yes,1
,High Value,273.1723713,328.2946152,100,100,No,1
,Medium Value,244.3365529,,63.10104888,64.88681615,,1
Control,High Value,205.5950726,244.6025691,93.32883738,100,Yes,1
Treatment,Medium Value,221.4876081,335.3255869,74.62237035,79.9891646,Yes,1
Treatment,Low Value,234.0185731,364.7740172,,43.54774689,No,1
,High Value,248.1266986,366.2270245,72.66273198,76.36411088,No,1
Control,Low Value,219.9621798,266.2691939,58.77332519,69.80537117,No,1
Control,High Value,,342.6952266,89.36835993,100,Yes,1
Control,Medium Value,259.1639641,304.9637853,70.18914068,79.68030665,Yes,1
Treatment,Medium Value,307.8214011,488.4555269,,69.18410861,No,1
Treatment,Medium Value,186.5044335,285.1064862,60.05915859,55.33539131,Yes,1
,Low Value,269.6269334,325.7195456,58.5099242,65.54550295,Yes,1
Treatment,,266.39803,410.1433902,92.95375054,67.95816324,No,1
Control,Low Value,,281.2733425,39.43798958,39.83745855,Yes,1
Control,Medium Value,256.7834179,306.5759046,70.31001309,76.7986139,Yes,1
Treatment,,223.2014284,347.6362629,67.84807854,,No,1
Control,Medium Value,185.2247802,219.7287345,76.85169138,,No,1
Treatment,Medium Value,253.1369765,387.7931302,63.84803722,49.98867129,No,1
Control,,133.5159188,161.945628,73.95238289,94.01240333,Yes,1
,,354.2224317,540.8219141,,98.85877695,Yes,1
Treatment,High Value,274.2349751,428.9942169,100,100,Yes,1
Treatment,,280.0979359,439.8896342,61.04830023,76.08913171,No,1
Control,Low Value,226.9617892,,64.98099178,76,No,1
Control,Low Value,196.8274703,227.720313,45.1415648,47.81810445,Yes,1
Treatment,,210.3678053,,94.69407092,97.47042004,Yes,1
Treatment,Medium Value,184.3685823,291.25641,78.30552752,84.40209726,No,1
Control,Low Value,226.1178116,261.0767438,63.46429418,76,No,1
Control,Medium Value,260.0434852,299.0623487,81.6549278,95.904926,No,1
,,224.6597393,,,38.14700882,No,1
,High Value,237.3989311,359.4835902,89.86696432,85.64617807,Yes,1
Control,Medium Value,240.9665939,290.1160755,76.66504191,70.78850148,No,1
Control,Medium Value,,243.3593597,81.92199898,92.32147794,Yes,1
Treatment,,168.6732748,248.3276513,46.68214603,47.96230371,Yes,1
Control,Low Value,186.4602655,211.8852421,46.45559611,55.25073838,No,1
Control,,184.1940793,222.2082779,43.93437424,38.82892582,Yes,1
Control,Medium Value,288.4354317,350.5594657,,67.82018957,No,1
Treatment,High Value,165.3619289,267.8384757,94.4822153,100,No,1
Treatment,High Value,246.5394065,386.512662,,80.3696065,No,1
Treatment,Low Value,219.1541769,336.6919362,52.66767029,71.29311888,,1
Treatment,High Value,341.0204344,527.6711626,87.54673317,100,No,1
Treatment,Low Value,169.6406552,262.8319948,53.0933788,66.91748235,Yes,1
Treatment,High Value,,288.4494882,,100,Yes,1
,Medium Value,255.0376814,395.5094826,50.74740641,37.526874,No,1
Control,Low Value,204.7266598,238.6200322,,59.56164655,Yes,1
Control,High Value,226.4426691,269.2749901,,100,No,1
Treatment,Medium Value,247.2998916,368.6424639,64.70920201,67.83849305,No,1
,High Value,278.4239621,326.4019561,85.97953432,82.78051743,,1
Control,Medium Value,250.7102687,295.3680811,,97.95041194,,1
Treatment,Medium Value,,354.9918336,83.5869439,68.98262224,Yes,1
Control,High Value,303.1879808,349.1634749,80.22701995,,No,1
Control,,249.6481921,287.616515,100,100,No,1
Control,Medium Value,228.3794288,270.3435937,68.96533159,,No,1
Control,Medium Value,253.740727,306.0454798,79.01223989,87.18768395,Yes,1
Control,Medium Value,,181.1176271,71.70643615,62.64637211,No,1
Treatment,Low Value,,336.7291087,49.9615216,39.09710285,Yes,1
Treatment,Medium Value,199.6871029,313.8521628,81.17300361,89.63703387,Yes,1
Treatment,Low Value,134.5871008,224.9389239,46.18629383,50.06796582,No,1
Control,Medium Value,237.5775314,279.572757,69.87147468,78.17372335,No,1
Treatment,Low Value,,272.4808968,70.24902619,50.46624818,,1
Control,Medium Value,139.9361348,169.1946576,67.80029812,82.56306305,Yes,1
Control,Medium Value,168.783747,204.1928401,58.49665966,,Yes,1
Control,,303.5765199,352.6931138,,80.44511589,,1
Control,High Value,211.7544763,242.6250014,100,93.56189891,Yes,1
Treatment,High Value,263.6426107,394.1572434,92.20852932,93.50018304,Yes,1
Treatment,,171.5045737,257.1948733,63.27967004,73.45977254,No,1
Control,Low Value,286.0420657,344.8085993,71.77638476,76,No,1
Treatment,,195.5280022,303.4166712,,70.19923164,Yes,1
Control,Medium Value,177.3509025,210.2921603,71.95489155,81.33169308,No,1
,,286.9859433,433.9911617,53.62104974,56.61584893,Yes,1
Treatment,Low Value,290.3673174,441.199264,44.31978172,51.62579778,No,1
Control,High Value,222.5221832,263.6141954,100,,No,1
Treatment,,,251.3002756,76,76,No,1
Control,Medium Value,330.9378118,396.5743297,85.66776152,100,No,1
Treatment,,,371.5496522,77.30111053,,Yes,1
Control,Low Value,181.5898819,208.422496,,63.43605656,No,1
,Medium Value,120.9317646,140.6525122,66.10096779,77.55034645,No,1
Treatment,Medium Value,208.0494992,320.8496119,66.2714738,92.97398038,,1
Treatment,Medium Value,,232.2616439,,40.6448767,No,1
,High Value,219.7708356,260.3273868,96.90989101,100,Yes,1
Treatment,High Value,128.7332807,195.4367218,73.97387911,66.49355445,Yes,1
Treatment,Medium Value,278.5138819,431.3905235,48.28787305,37.42374376,No,1
Control,High Value,,,84.89570498,77.71620336,Yes,1
Control,Low Value,107.7744474,122.2477027,,28.23127483,,1
,,179.101261,278.548081,64.43460246,79.43886703,No,1
Control,Medium Value,269.0208483,322.4497813,77.02832769,,No,1
,,223.3488336,,100,98.39393561,Yes,1
Control,Medium Value,194.9965793,240.1382803,77.81753871,,,1
Treatment,Low Value,216.2120679,334.7157005,51.38154606,66.39001145,Yes,1
Treatment,High Value,228.7029787,354.9342529,,100,No,1
,High Value,310.6968037,362.3629321,77.57357791,87.09915449,Yes,1
Treatment,Medium Value,197.6751938,312.0893022,86.13021256,85.52236351,No,1
Control,Medium Value,208.7441441,258.7218245,58.47285665,51.78953618,No,1
Treatment,,340.8855818,528.4534481,72.76506446,64.73880455,Yes,1
Control,High Value,,264.0931322,,100,No,1
Control,Medium Value,230.0514975,279.1429754,50.95402792,,Yes,1
Treatment,Low Value,183.3766981,291.7872543,35.88321973,44.51547408,Yes,1
Control,Medium Value,98.26923793,115.7396028,78.55508879,80.85158301,No,1
Treatment,,261.29018,398.9149937,70.24902619,60.30694414,Yes,1
Treatment,,327.1122358,516.4530297,93.09836239,80.49710251,No,1
Control,Medium Value,282.7482301,343.1414787,62.03634341,65.8022462,No,1
Control,High Value,218.464846,260.0009469,,100,Yes,1
Treatment,Medium Value,207.9041181,328.8664806,76.01085796,80.36311704,Yes,1
Control,Low Value,,250.477522,62.53381946,70.67790305,No,1
Control,Low Value,204.0786105,248.8813667,57.99072405,50.20257408,No,1
Control,High Value,,323.7409376,92.17799643,,,1
Control,High Value,252.9822072,297.6744907,,100,No,1
Control,,206.7927775,,63.04354387,65.07145664,No,1
Treatment,,226.0781361,354.5873046,70.88061403,83.47451121,No,1
Treatment,Low Value,239.2482743,371.358831,61.09374506,66.07905938,Yes,1
Control,,,,44.97165415,38.63756601,No,1
Control,Low Value,167.6333856,204.7237603,66.77547301,65.65214078,Yes,1
Control,,254.9178896,294.160314,88.05957402,94.52588255,,1
Treatment,,203.6433144,320.5292722,74.92672386,99.17003976,Yes,1
Control,High Value,253.5843338,307.2636824,82.52302893,80.12439963,No,1
Treatment,Medium Value,263.8375822,411.9713969,77.03290663,75.89072794,No,1
Treatment,Low Value,,281.567997,57.53471391,58.90189376,No,1
Treatment,High Value,,198.588256,79.43678523,,Yes,1
Control,High Value,295.3135214,352.3129247,85.33044328,100,No,1
Treatment,,234.3341411,352.98153,76.15214148,88.22987568,Yes,1
,,218.9188155,261.2934572,100,100,No,1
Treatment,,,267.0254152,50.24110552,59.29841233,No,1
Control,High Value,,293.6597476,,98.73492135,Yes,1
Treatment,High Value,204.8556324,307.2318441,97.77595973,,No,1
Control,Medium Value,187.4583572,225.9596025,70.27020278,70.22182757,Yes,1
Treatment,High Value,166.8010139,258.482204,100,100,No,1
Control,Medium Value,189.7531455,229.2849836,64.86736248,55.67964705,Yes,1
Control,Medium Value,255.8944678,304.0525432,59.24622511,64.12939406,No,1
Control,High Value,159.7475095,,100,100,No,1
Control,Low Value,239.015721,281.7701293,51.49037386,55.95653031,Yes,1
Treatment,Medium Value,163.3231794,255.6357194,61.41462183,73.21364156,No,1
Treatment,High Value,243.4656832,370.8757562,80.87619174,75.42607076,Yes,1
Control,Medium Value,245.4192392,,84.88954728,90.11706053,No,1
Treatment,Low Value,223.7830978,344.1920148,71.6683212,72.70190356,Yes,1
Control,,236.6144843,279.3131962,47.96477993,44.6972942,No,1
Control,Medium Value,206.9741896,255.8920394,70.42603313,,No,1
Treatment,,191.0319948,297.1497096,56.5310107,69.10033789,No,1
Control,High Value,271.7933129,317.1870094,67.01584228,70.96830067,,1
Control,High Value,248.9617148,,,77.35582833,No,1
Treatment,Medium Value,197.8499146,297.0283102,89.04154084,89.96313373,No,1
Control,Low Value,215.211647,253.8284478,51.20357493,55.10341244,Yes,1
Control,High Value,,279.5809591,100,100,No,1
Control,High Value,,,89.68533431,85.02287325,No,1
Control,High Value,228.8584627,259.7633438,61.53811729,73.86335573,No,1
Treatment,Medium Value,233.651336,353.7682417,,99.33824507,Yes,1
Treatment,Medium Value,178.7576031,267.823752,69.57261069,80.0472931,No,1
Treatment,High Value,300.2296719,457.4572316,100,100,Yes,1
